row,Date,Speaker,Process,Recipient,codeString
6675,522,H,G,R,IE1.000
6680,522,C,G,H,IE1.000
6681,522,R,G,H,TP1.000
6682,522,C,G,H,IE1.000
6682,522,C,G,H,TP1.000
6683,522,R,G,C,IE1.000
6687,522,C,G,H,IE1.000
6688,522,R,G,C,IE1.000
6690,522,H,G,C,TP1.000
6693,522,C,G,R,TP1.000
6694,522,R,G,H,IE1.000
6696,522,R,G,H,TP1.000
6706,522,C,G,GT,IE1.000
6707,522,R,G,H,TP1.000
6708,522,H,G,R,IE1.000
6709,522,R,G,GT,IE1.000
6710,522,C,G,R,TP1.000
6711,522,R,G,C,IE1.000
6712,522,C,G,R,IE1.000
6713,522,R,G,C,IE1.000
6715,522,C,G,R,IE1.000
6716,522,H,G,C,IE1.000
6717,522,R,G,GT,TP1.000
6720,522,H,G,GT,IE1.000
6724,522,H,G,GT,TP1.000
6726,522,C,G,R,TP1.000
6728,522,C,G,R,TP1.000
6729,522,R,G,C,TP1.000
6730,522,C,G,R,IE1.000
6731,522,R,G,C,IE1.000
6733,522,R,G,C,GO1.000
6735,522,R,G,C,TP1.000
6736,522,H,G,R,TP1.000
6737,522,X,G,GT,IE1.000
6741,522,H,G,C,OF1.000
6742,522,X,G,H,IE1.000
6745,522,X,G,C,TP1.000
6748,522,C,G,H,TP1.000
6749,522,R,G,C,IE1.000
6750,522,X,G,R,IE1.000
6751,522,R,G,X,IE1.000
6752,522,H,G,GT,IE1.000
6759,522,,UC,,IE1.000
6760,522,,UC,,IE1.000
6761,522,,UC,,IE1.000
6762,522,,UC,,IE1.000
6762,522,,UC,,TP1.000
6763,522,,UC,,IE1.000
6765,522,,UC,,IE1.000
6770,522,H,B,R,TP1.000
6771,522,R,B,H,TP1.000
6772,522,H,B,R,TP1.000
6773,522,R,B,H,IE1.000
6774,522,C,B,GT,TP1.000
6775,522,R,B,H,TP1.000
6779,522,R,B,GT,IE1.000
6780,522,C,B,R,IE1.000
6784,522,R,B,X,IE1.000
6785,522,H,B,C,KS1.000
6786,522,C,B,H,IE1.000
6787,522,H,B,C,IE1.000
6788,522,R,B,H,IE1.000
6789,522,H,B,R,IE1.000
6790,522,R,B,H,IE1.000
6791,522,C,B,R,TP1.000
6792,522,X,B,C,UC1.000
6793,522,C,B,X,IE1.000
6795,522,R,B,GT,IE1.000
6796,522,C,B,R,IE1.000
6797,522,R,B,GT,IE1.000
6798,522,C,B,R,IE1.000
6799,522,X,B,GT,IE1.000
6800,522,C,B,X,IE1.000
6800,522,C,B,X,TP1.000
6801,522,X,B,C,IE1.000
6802,522,R,B,X,TP1.000
6803,522,C,B,GT,GO1.000
6804,522,X,B,C,IE1.000
6805,522,C,B,X,TP1.000
6806,522,X,B,C,IE1.000
6807,522,C,B,X,IE1.000
6809,522,C,B,X,IE1.000
6810,522,X,B,C,TP1.000
6811,522,R,B,C,TP1.000
6812,522,C,B,R,IE1.000
6813,522,X,B,C,IE1.000
6814,522,C,B,X,IE1.000
6815,522,R,B,C,IE1.000
6832,522,X,B,GT,IE1.000
6833,522,C,B,R,IE1.000
6834,522,R,B,C,IE1.000
6835,522,C,B,R,IE1.000
6836,522,H,B,C,IE1.000
6837,522,R,B,C,IE1.000
6838,522,C,B,R,IE1.000
6839,522,R,B,C,IE1.000
6840,522,C,B,GT,TP1.000
6853,522,T,B,C,IE1.000
6854,522,C,B,R,IE1.000
6855,522,X,B,C,TP1.000
6856,522,C,B,X,IE1.000
6857,522,R,B,X,TP1.000
6863,522,H,B,GT,IE1.000
6864,522,C,B,H,TP1.000
6865,522,H,B,C,IE1.000
6866,522,R,B,C,IE1.000
6867,522,H,B,C,IE1.000
6868,522,C,B,H,TP1.000
6869,522,X,G,C,IE1.000
6870,522,R,G,C,KS1.000
6871,522,X,G,GT,KS1.000
6872,522,R,G,X,TP1.000
6873,522,C,G,X,IE1.000
6874,522,H,G,C,TP1.000
6875,522,C,G,C,UC1.000
6876,522,H,G,C,IE1.000
6877,522,C,G,GT,UC1.000
6878,522,X,G,C,UC1.000
6879,522,H,G,X,OF1.000
6880,522,R,G,C,OF1.000
6881,522,C,G,R,OF1.000
6882,522,H,G,GT,OF1.000
6883,522,R,G,C,OF1.000
6884,522,C,G,R,UC1.000
6885,522,R,G,C,UC1.000
6886,522,C,G,R,IE1.000
6887,522,R,G,C,TP1.000
6888,522,X,G,GT,TP1.000
6890,522,C,G,X,IE1.000
6891,522,X,G,C,IE1.000
6893,522,C,G,H,IE1.000
6894,522,H,G,C,IE1.000
6895,522,R,B,H,IE1.000
6899,522,R,G,C,IE1.000
6900,522,C,G,R,IE1.000
6901,522,R,G,C,IE1.000
6903,522,R,G,C,IE1.000
6904,522,C,G,R,IE1.000
6905,522,X,B,H,IE1.000
6906,522,H,B,X,TP1.000
6907,522,C,G,R,IE1.000
6908,522,X,G,R,IE1.000
6909,522,C,B,H,TP1.000
6912,522,R,G,C,KS1.000
6913,522,C,G,R,IE1.000
6915,522,C,G,R,IE1.000
6916,522,X,B,C,IE1.000
6916,522,X,B,C,TP1.000
6917,522,C,B,X,IE1.000
6918,522,X,B,C,IE1.000
6918,522,X,B,C,TP1.000
6919,522,C,B,X,IE1.000
6920,522,X,T,C,TP1.000
6921,522,C,T,X,TP1.000
6923,522,X,T,GT,IE1.000
6924,522,C,T,X,GO1.000
6925,522,X,T,GT,EA1.000
6926,522,H,T,X,IE1.000
6927,522,X,T,H,IE1.000
6928,522,H,T,X,KS1.000
6929,522,X,T,H,IE1.000
6930,522,H,T,X,IE1.000
6931,522,X,T,H,TP1.000
6932,522,C,T,GT,IE1.000
6945,522,X,T,R,KS1.000
6946,522,R,T,X,TP1.000
6948,522,X,T,R,IE1.000
6949,522,H,T,X,IE1.000
6951,522,X,T,C,IE1.000
6952,522,C,T,X,TP1.000
6953,522,X,T,C,IE1.000
6954,522,C,T,X,IE1.000
6955,522,H,T,C,KS1.000
6957,522,H,T,C,TP1.000
6959,522,H,T,C,IE1.000
6960,522,C,T,H,IE1.000
6961,522,H,T,C,IE1.000
6963,522,X,T,H,TP1.000
6965,522,X,T,H,OF1.000
6966,522,H,T,X,OF1.000
6967,522,X,T,H,OF1.000
6968,522,C,T,H,OF1.000
6969,522,R,T,H,IE1.000
6969,522,R,T,H,OF1.000
6970,522,H,T,C,IE1.000
6972,522,H,T,GT,TP1.000
6973,522,R,T,R,IE1.000
6974,522,C,T,R,IE1.000
6975,522,H,T,GT,TP1.000
6976,522,C,T,H,TP1.000
6978,522,R,T,GT,IE1.000
6979,522,X,T,R,TP1.000
6980,522,C,T,X,IE1.000
6989,522,R,T,C,IE1.000
6991,522,X,T,H,IE1.000
6991,522,X,T,H,TP1.000
6992,522,R,T,GT,IE1.000
6994,522,R,T,C,IE1.000
6995,522,X,T,R,TP1.000
6996,522,R,T,X,IE1.000
6998,522,C,T,R,TP1.000
6999,522,R,T,C,IE1.000
7001,522,H,T,GT,IE1.000
7002,522,X,T,GT,TP1.000
7003,522,C,T,GT,IE1.000
7004,522,R,T,C,TP1.000
7007,522,X,T,GT,TP1.000
7008,522,R,T,GT,TP1.000
7009,522,R,T,GT,TP1.000
7011,522,R,T,GT,TP1.000
7013,522,X,T,R,IE1.000
7014,522,R,T,X,IE1.000
7014,522,R,T,X,TP1.000
7015,522,H,T,GT,IE1.000
7016,522,R,T,H,TP1.000
7017,522,C,T,,IE1.000
7018,522,X,T,C,IE1.000
7019,522,H,T,GT,TP1.000
7021,522,X,T,GT,TP1.000
7022,522,R,T,X,TP1.000
7023,522,C,T,R,TP1.000
7024,522,X,T,C,IE1.000
7026,522,C,T,,IE1.000
7028,522,R,T,GT,IE1.000
7029,522,C,T,X,IE1.000
7030,522,R,T,C,TP1.000
7031,522,X,T,GT,TP1.000
7032,522,R,T,X,TP1.000
7033,522,X,T,R,IE1.000
7034,522,R,T,X,IE1.000
7035,522,X,T,R,IE1.000
7037,522,R,T,GT,TP1.000
7038,522,X,T,R,IE1.000
7039,522,R,T,X,IE1.000
7040,522,C,T,R,UC1.000
7041,522,H,T,C,TP1.000
7042,522,R,T,H,TP1.000
7043,522,X,T,R,TP1.000
7044,522,H,T,X,IE1.000
7045,522,C,T,H,TP1.000
7046,522,X,T,C,IE1.000
7047,522,R,T,X,IE1.000
7048,522,X,T,R,IE1.000
7049,522,H,T,X,IE1.000
7050,522,C,T,GT,TP1.000
7052,522,X,T,GT,TP1.000
7053,522,R,T,X,IE1.000
7054,522,C,T,R,GO1.000
7055,522,R,T,C,IE1.000
7057,522,C,T,GT,IE1.000
7058,522,R,T,R,TP1.000
7059,522,C,T,R,IE1.000
7060,522,X,T,C,IE1.000
7093,522,R,T,GT,IE1.000
7094,522,X,T,GT,IE1.000
7095,522,R,T,X,TP1.000
7096,522,R,T,X,IE1.000
7098,522,X,T,R,IE1.000
7099,522,C,T,X,IE1.000
7101,522,X,T,GT,TP1.000
7102,522,C,T,X,IE1.000
7102,522,C,T,X,TP1.000
7103,522,R,T,X,IE1.000
7105,522,R,T,X,IE1.000
7107,522,X,T,R,IE1.000
7108,522,C,T,R,IE1.000
7112,522,X,T,C,OF1.000
7114,522,H,T,GT,OF1.000
7115,522,C,T,H,OF1.000
7117,522,R,T,X,OF1.000
7119,522,C,T,GT,OF1.000
7120,522,R,T,C,OF1.000
7121,522,H,T,R,OF1.000
7122,522,X,T,C,OF1.000
7123,522,C,T,X,OF1.000
7124,522,X,T,C,OF1.000
7125,522,C,T,X,OF1.000
7126,522,C,T,X,OF1.000
7127,522,X,T,C,OF1.000
7128,522,C,T,X,OF1.000
7134,522,X,T,C,IE1.000
7136,522,C,T,X,IE1.000
7137,522,X,T,C,TP1.000
7138,522,C,T,X,IE1.000
7139,522,X,T,C,IE1.000
7140,522,H,T,X,TP1.000
7141,522,C,T,H,IE1.000
7142,522,H,T,C,IE1.000
7143,522,C,T,H,IE1.000
7145,522,C,T,GT,TP1.000
7146,522,R,T,C,IE1.000
7147,522,X,T,X,IE1.000
7159,522,X,T,GT,TP1.000
7160,522,C,T,X,TP1.000
7161,522,C,T,X,OF1.000
7162,522,R,T,X,IE1.000
7163,522,X,T,R,UC1.000
7164,522,R,T,X,OF1.000
7186,522,R,T,GT,TP1.000
7187,522,X,T,R,TP1.000
7195,522,X,T,H,IE1.000
7196,522,H,T,X,IE1.000
7197,522,X,T,H,IE1.000
7198,522,H,T,X,IE1.000
7199,522,X,T,H,IE1.000
7202,522,X,T,GT,IE1.000
7203,522,R,T,R,IE1.000
7204,522,X,T,X,TP1.000
7205,522,R,T,R,IE1.000
7206,522,X,T,X,IE1.000
7207,522,R,T,R,IE1.000
7208,522,C,T,GT,IE1.000
7209,522,X,T,C,TP1.000
7210,522,R,T,X,TP1.000
7211,522,H,T,R,IE1.000
7212,522,C,T,H,OF1.000
7213,522,R,T,C,OF1.000
7221,522,C,T,GT,IE1.000
7222,522,R,T,C,IE1.000
7222,522,R,T,C,TP1.000
7223,522,X,T,C,IE1.000
7223,522,X,T,C,TP1.000
7224,522,C,T,GT,IE1.000
7225,522,X,T,C,IE1.000
7226,522,R,T,X,IE1.000
7227,522,C,T,GT,TP1.000
7228,522,R,T,C,IE1.000
7231,522,X,T,C,IE1.000
7232,522,H,T,GT,OF1.000
7233,522,C,T,GT,TP1.000
